YEAR	indstr	pop	pct	chgfrmFirst	stateName	stateAbbr	maxInd
2012	Information, financial activities, and real estate	32662	0.059719995	0.03545722	Montana	MT	
2012	Manufacturing	27964	0.051130058	-0.014630253	Montana	MT	
2012	Professional, management, and administrative services	42801	0.078258389	0.071604042	Montana	MT	
2012	Trade	75141	0.137389632	-0.019299779	Montana	MT	
2012	Transportation and utilities	24772	0.045293727	-0.018291123	Montana	MT	
2013	Agriculture and mining	43807	0.078700818	-0.287436743	Montana	MT	
2013	Arts, food, and other services	94122	0.169093486	0.083846175	Montana	MT	1
2013	Construction	48674	0.087444554	-0.025305687	Montana	MT	
2013	Educational services and public administration	80263	0.144195305	0.043596926	Montana	MT	
2013	Health care and social services	78226	0.140535763	0.122220951	Montana	MT	
2013	Information, financial activities, and real estate	38310	0.068825264	0.044562489	Montana	MT	
2013	Manufacturing	25430	0.04568589	-0.02007442	Montana	MT	
2013	Professional, management, and administrative services	45449	0.081650728	0.074996381	Montana	MT	
2013	Trade	74857	0.134483236	-0.022206175	Montana	MT	
2013	Transportation and utilities	27489	0.049384956	-0.014199894	Montana	MT	
2014	Agriculture and mining	43070	0.07828959	-0.287847971	Montana	MT	
2014	Arts, food, and other services	90179	0.163920987	0.078673676	Montana	MT	1
2014	Construction	49169	0.089375919	-0.023374323	Montana	MT	
2014	Educational services and public administration	88196	0.16031643	0.059718051	Montana	MT	
2014	Health care and social services	72754	0.132247059	0.113932246	Montana	MT	
2014	Information, financial activities, and real estate	32282	0.058679929	0.034417154	Montana	MT	
2014	Manufacturing	26163	0.047557245	-0.018203066	Montana	MT	
2014	Professional, management, and administrative services	45637	0.0829557	0.076301353	Montana	MT	
2014	Trade	79629	0.144743946	-0.011945465	Montana	MT	
2014	Transportation and utilities	23058	0.041913196	-0.021671654	Montana	MT	
2015	Agriculture and mining	39456	0.0715454	-0.294592161	Montana	MT	
2015	Arts, food, and other services	87299	0.158298911	0.0730516	Montana	MT	1
2015	Construction	51788	0.093906963	-0.018843278	Montana	MT	
2015	Educational services and public administration	86978	0.157716843	0.057118464	Montana	MT	
2015	Health care and social services	76226	0.138220286	0.119905474	Montana	MT	
2015	Information, financial activities, and real estate	37115	0.067300474	0.043037699	Montana	MT	
2015	Manufacturing	25840	0.046855564	-0.018904747	Montana	MT	
2015	Professional, management, and administrative services	42077	0.076298048	0.0696437	Montana	MT	
2015	Trade	77205	0.139995503	-0.016693908	Montana	MT	
2015	Transportation and utilities	27498	0.049862008	-0.013722842	Montana	MT	
1940	Agriculture and mining	156046	0.346212641	0	Nebraska	NE	1
1940	Arts, food, and other services	44218	0.098104601	0	Nebraska	NE	
1940	Construction	38205	0.084763813	0	Nebraska	NE	
1940	Educational services and public administration	34647	0.076869829	0	Nebraska	NE	
1940	Health care and social services	7298	0.016191763	0	Nebraska	NE	
1940	Information, financial activities, and real estate	19950	0.044262219	0	Nebraska	NE	
1940	Manufacturing	35777	0.079376912	0	Nebraska	NE	
1940	Professional, management, and administrative services	3558	0.007893984	0	Nebraska	NE	
1940	Trade	75285	0.167031636	0	Nebraska	NE	
1940	Transportation and utilities	35739	0.079292603	0	Nebraska	NE	
1950	Agriculture and mining	46218	0.266100895	-0.080111746	Nebraska	NE	1
1950	Arts, food, and other services	15934	0.091740267	-0.006364334	Nebraska	NE	
1950	Construction	11658	0.067121127	-0.017642686	Nebraska	NE	
1950	Educational services and public administration	15573	0.089661804	0.012791974	Nebraska	NE	
1950	Health care and social services	8015	0.046146494	0.029954731	Nebraska	NE	
1950	Information, financial activities, and real estate	7994	0.046025586	0.001763368	Nebraska	NE	
1950	Manufacturing	16202	0.093283281	0.013906369	Nebraska	NE	
1950	Professional, management, and administrative services	1936	0.011146552	0.003252568	Nebraska	NE	
1950	Trade	34810	0.200419147	0.033387511	Nebraska	NE	
1950	Transportation and utilities	15346	0.088354847	0.009062244	Nebraska	NE	
1960	Agriculture and mining	105740	0.179268954	-0.166943686	Nebraska	NE	
1960	Arts, food, and other services	43880	0.074393056	-0.023711545	Nebraska	NE	
1960	Construction	35100	0.059507663	-0.02525615	Nebraska	NE	
1960	Educational services and public administration	75440	0.127899091	0.051029262	Nebraska	NE	
1960	Health care and social services	36340	0.061609928	0.045418165	Nebraska	NE	
1960	Information, financial activities, and real estate	39140	0.066356978	0.02209476	Nebraska	NE	
1960	Manufacturing	77960	0.132171436	0.052794524	Nebraska	NE	
1960	Professional, management, and administrative services	9920	0.01681812	0.008924137	Nebraska	NE	
1960	Trade	121720	0.206361047	0.039329411	Nebraska	NE	1
1960	Transportation and utilities	44600	0.075613726	-0.003678877	Nebraska	NE	
1970	Agriculture and mining	159700	0.120057134	-0.226155506	Nebraska	NE	
1970	Arts, food, and other services	105600	0.079386558	-0.018718042	Nebraska	NE	
1970	Construction	77000	0.057886032	-0.026877781	Nebraska	NE	
1970	Educational services and public administration	159200	0.119681251	0.042811422	Nebraska	NE	
1970	Health care and social services	96600	0.072620659	0.056428896	Nebraska	NE	
1970	Information, financial activities, and real estate	94600	0.071117125	0.026854907	Nebraska	NE	
1970	Manufacturing	195300	0.146820027	0.067443115	Nebraska	NE	
1970	Professional, management, and administrative services	44400	0.033378439	0.025484456	Nebraska	NE	
1970	Trade	301100	0.226356939	0.059325303	Nebraska	NE	1
1970	Transportation and utilities	96700	0.072695835	-0.006596768	Nebraska	NE	
1980	Agriculture and mining	79320	0.099122741	-0.247089899	Nebraska	NE	
1980	Arts, food, and other services	52420	0.065506986	-0.032597615	Nebraska	NE	
1980	Construction	53660	0.067056559	-0.017707253	Nebraska	NE	
1980	Educational services and public administration	106240	0.13276349	0.055893661	Nebraska	NE	
1980	Health care and social services	76840	0.096023594	0.079831831	Nebraska	NE	
1980	Information, financial activities, and real estate	64460	0.080552848	0.036290629	Nebraska	NE	
1980	Manufacturing	111840	0.139761566	0.060384653	Nebraska	NE	
1980	Professional, management, and administrative services	26080	0.032591038	0.024697054	Nebraska	NE	
1980	Trade	171380	0.214166104	0.047134469	Nebraska	NE	1
1980	Transportation and utilities	57980	0.072455075	-0.006837528	Nebraska	NE	
1990	Agriculture and mining	60181	0.071241111	-0.274971529	Nebraska	NE	
1990	Arts, food, and other services	54591	0.064623777	-0.033480824	Nebraska	NE	
1990	Construction	47894	0.056695997	-0.028067816	Nebraska	NE	
1990	Educational services and public administration	105747	0.125181266	0.048311437	Nebraska	NE	
1990	Health care and social services	99550	0.117845377	0.101653614	Nebraska	NE	
1990	Information, financial activities, and real estate	94327	0.11166249	0.067400271	Nebraska	NE	
1990	Manufacturing	94920	0.112364472	0.03298756	Nebraska	NE	
1990	Professional, management, and administrative services	44934	0.053192006	0.045298022	Nebraska	NE	
1990	Trade	186523	0.220802343	0.053770707	Nebraska	NE	1
1990	Transportation and utilities	56084	0.066391161	-0.012901442	Nebraska	NE	
2000	Agriculture and mining	48734	0.05096462	-0.295248021	Nebraska	NE	
2000	Arts, food, and other services	113323	0.118509943	0.020405342	Nebraska	NE	
2000	Construction	65719	0.068727045	-0.016036767	Nebraska	NE	
2000	Educational services and public administration	145204	0.151850179	0.07498035	Nebraska	NE	
2000	Health care and social services	88699	0.09275887	0.076567107	Nebraska	NE	
2000	Information, financial activities, and real estate	94222	0.098534665	0.054272447	Nebraska	NE	
2000	Manufacturing	124060	0.12973839	0.050361478	Nebraska	NE	
2000	Professional, management, and administrative services	71761	0.075045596	0.067151612	Nebraska	NE	
2000	Trade	145817	0.152491236	-0.014540399	Nebraska	NE	1
2000	Transportation and utilities	58693	0.061379456	-0.017913147	Nebraska	NE	
2001	Agriculture and mining	51820	0.054778418	-0.291434223	Nebraska	NE	
2001	Arts, food, and other services	111059	0.117399389	0.019294788	Nebraska	NE	
2001	Construction	58114	0.061431744	-0.023332069	Nebraska	NE	
2001	Educational services and public administration	138891	0.146820325	0.069950496	Nebraska	NE	
2001	Health care and social services	93782	0.09913604	0.082944277	Nebraska	NE	
2001	Information, financial activities, and real estate	95353	0.100796729	0.05653451	Nebraska	NE	
2001	Manufacturing	108164	0.114339112	0.0349622	Nebraska	NE	
2001	Professional, management, and administrative services	75093	0.07938008	0.071486096	Nebraska	NE	
2001	Trade	154453	0.163270764	-0.003760872	Nebraska	NE	1
2001	Transportation and utilities	59264	0.062647398	-0.016645205	Nebraska	NE	
2002	Agriculture and mining	62612	0.065236871	-0.28097577	Nebraska	NE	
2002	Arts, food, and other services	107754	0.11227135	0.014166749	Nebraska	NE	
2002	Construction	63546	0.066210027	-0.018553786	Nebraska	NE	
2002	Educational services and public administration	145592	0.151695625	0.074825796	Nebraska	NE	
2002	Health care and social services	100155	0.104353779	0.088162016	Nebraska	NE	
2002	Information, financial activities, and real estate	88576	0.092289355	0.048027136	Nebraska	NE	
2002	Manufacturing	106744	0.111219008	0.031842096	Nebraska	NE	
2002	Professional, management, and administrative services	73255	0.076326055	0.068432072	Nebraska	NE	
2002	Trade	151826	0.158190972	-0.008840664	Nebraska	NE	1
2002	Transportation and utilities	59704	0.062206959	-0.017085644	Nebraska	NE	
2003	Agriculture and mining	48577	0.050402686	-0.295809954	Nebraska	NE	
2003	Arts, food, and other services	115060	0.11938434	0.021279739	Nebraska	NE	
2003	Construction	64746	0.067179371	-0.017584442	Nebraska	NE	
2003	Educational services and public administration	113816	0.118093586	0.041223757	Nebraska	NE	
2003	Health care and social services	127678	0.132476566	0.116284803	Nebraska	NE	
2003	Information, financial activities, and real estate	101819	0.105645699	0.06138348	Nebraska	NE	
2003	Manufacturing	111499	0.115689505	0.036312593	Nebraska	NE	
2003	Professional, management, and administrative services	69777	0.072399453	0.064505469	Nebraska	NE	
2003	Trade	149702	0.155328302	-0.011703334	Nebraska	NE	1
2003	Transportation and utilities	61104	0.063400493	-0.015892111	Nebraska	NE	
2004	Agriculture and mining	49154	0.050332588	-0.295880053	Nebraska	NE	
2004	Arts, food, and other services	126177	0.129202404	0.031097803	Nebraska	NE	
2004	Construction	64896	0.066452041	-0.018311772	Nebraska	NE	
2004	Educational services and public administration	126822	0.129862869	0.05299304	Nebraska	NE	
2004	Health care and social services	120916	0.123815258	0.107623495	Nebraska	NE	
2004	Information, financial activities, and real estate	90870	0.093048831	0.048786613	Nebraska	NE	
2004	Manufacturing	97465	0.099801963	0.020425051	Nebraska	NE	
2004	Professional, management, and administrative services	82578	0.08455801	0.076664027	Nebraska	NE	
2004	Trade	157109	0.160876074	-0.006155562	Nebraska	NE	1
2004	Transportation and utilities	60597	0.062049962	-0.017242641	Nebraska	NE	
2005	Agriculture and mining	43539	0.044520271	-0.301692369	Nebraska	NE	
2005	Arts, food, and other services	116676	0.119305615	0.021201014	Nebraska	NE	
2005	Construction	70965	0.072564392	-0.012199421	Nebraska	NE	
2005	Educational services and public administration	124536	0.127342762	0.050472933	Nebraska	NE	
2005	Health care and social services	133754	0.136768515	0.120576752	Nebraska	NE	
2005	Information, financial activities, and real estate	94357	0.096483595	0.052221376	Nebraska	NE	
2005	Manufacturing	114095	0.116666445	0.037289533	Nebraska	NE	
2005	Professional, management, and administrative services	70372	0.071958027	0.064064043	Nebraska	NE	
2005	Trade	154376	0.157855288	-0.009176347	Nebraska	NE	1
2005	Transportation and utilities	55289	0.05653509	-0.022757513	Nebraska	NE	
2006	Agriculture and mining	44974	0.044551827	-0.301660814	Nebraska	NE	
2006	Arts, food, and other services	131433	0.130199232	0.032094631	Nebraska	NE	
2006	Construction	68749	0.06810365	-0.016660163	Nebraska	NE	
2006	Educational services and public administration	126747	0.12555722	0.048687391	Nebraska	NE	
2006	Health care and social services	135186	0.133917003	0.11772524	Nebraska	NE	
2006	Information, financial activities, and real estate	87349	0.086529051	0.042266832	Nebraska	NE	
2006	Manufacturing	119917	0.118791333	0.039414421	Nebraska	NE	
2006	Professional, management, and administrative services	87560	0.08673807	0.078844086	Nebraska	NE	
2006	Trade	144948	0.143587366	-0.02344427	Nebraska	NE	1
2006	Transportation and utilities	62613	0.062025249	-0.017267354	Nebraska	NE	
2007	Agriculture and mining	49285	0.049428243	-0.296784398	Nebraska	NE	
2007	Arts, food, and other services	126530	0.12689775	0.028793149	Nebraska	NE	
2007	Construction	73144	0.073356587	-0.011407225	Nebraska	NE	
2007	Educational services and public administration	131382	0.131763852	0.054894023	Nebraska	NE	
2007	Health care and social services	132858	0.133244142	0.117052379	Nebraska	NE	
2007	Information, financial activities, and real estate	99693	0.09998275	0.055720531	Nebraska	NE	
2007	Manufacturing	107869	0.108182513	0.028805601	Nebraska	NE	
2007	Professional, management, and administrative services	77049	0.077272937	0.069378953	Nebraska	NE	
2007	Trade	139586	0.139991696	-0.02703994	Nebraska	NE	1
2007	Transportation and utilities	59706	0.059879531	-0.019413072	Nebraska	NE	
2008	Agriculture and mining	40749	0.040305638	-0.305907003	Nebraska	NE	
2008	Arts, food, and other services	118564	0.117273986	0.019169385	Nebraska	NE	
2008	Construction	73877	0.073073195	-0.011690618	Nebraska	NE	
2008	Educational services and public administration	127659	0.12627003	0.049400201	Nebraska	NE	
2008	Health care and social services	141984	0.140439169	0.124247406	Nebraska	NE	
2008	Information, financial activities, and real estate	96086	0.095040554	0.050778335	Nebraska	NE	
2008	Manufacturing	122347	0.121015826	0.041638914	Nebraska	NE	
2008	Professional, management, and administrative services	83186	0.08228091	0.074386926	Nebraska	NE	
2008	Trade	147995	0.146384768	-0.020646868	Nebraska	NE	1
2008	Transportation and utilities	58553	0.057915925	-0.021376678	Nebraska	NE	
2009	Agriculture and mining	42470	0.04163101	-0.30458163	Nebraska	NE	
2009	Arts, food, and other services	127991	0.125462553	0.027357952	Nebraska	NE	
2009	Construction	77784	0.076247386	-0.008516426	Nebraska	NE	
2009	Educational services and public administration	135618	0.132938883	0.056069054	Nebraska	NE	
2009	Health care and social services	138747	0.13600607	0.119814307	Nebraska	NE	
2009	Information, financial activities, and real estate	89174	0.087412378	0.04315016	Nebraska	NE	
2009	Manufacturing	115765	0.113478076	0.034101164	Nebraska	NE	
2009	Professional, management, and administrative services	86394	0.084687297	0.076793313	Nebraska	NE	
2009	Trade	144710	0.141851271	-0.025180365	Nebraska	NE	1
2009	Transportation and utilities	61500	0.060285075	-0.019007528	Nebraska	NE	
2010	Agriculture and mining	44059	0.042872921	-0.30333972	Nebraska	NE	
2010	Arts, food, and other services	140378	0.136598989	0.038494388	Nebraska	NE	
2010	Construction	70089	0.068202187	-0.016561626	Nebraska	NE	
2010	Educational services and public administration	137725	0.134017408	0.057147579	Nebraska	NE	
2010	Health care and social services	147027	0.143068996	0.126877233	Nebraska	NE	
2010	Information, financial activities, and real estate	92422	0.089933977	0.045671758	Nebraska	NE	
2010	Manufacturing	106047	0.103192188	0.023815276	Nebraska	NE	
2010	Professional, management, and administrative services	85782	0.083472727	0.075578743	Nebraska	NE	
2010	Trade	148386	0.144391412	-0.022640224	Nebraska	NE	1
2010	Transportation and utilities	55750	0.054249196	-0.025043407	Nebraska	NE	
2011	Agriculture and mining	47651	0.045807786	-0.300404854	Nebraska	NE	
2011	Arts, food, and other services	135916	0.130658561	0.03255396	Nebraska	NE	
2011	Construction	75781	0.072849675	-0.011914138	Nebraska	NE	
2011	Educational services and public administration	139156	0.133773233	0.056903404	Nebraska	NE	
2011	Health care and social services	146044	0.140394794	0.124203031	Nebraska	NE	1
2011	Information, financial activities, and real estate	99663	0.095807882	0.051545664	Nebraska	NE	
2011	Manufacturing	110236	0.105971903	0.02659499	Nebraska	NE	
2011	Professional, management, and administrative services	83934	0.080687304	0.072793321	Nebraska	NE	
2011	Trade	140993	0.135539175	-0.031492461	Nebraska	NE	
2011	Transportation and utilities	60864	0.058509687	-0.020782916	Nebraska	NE	
2012	Agriculture and mining	42943	0.041427579	-0.304785061	Nebraska	NE	
2012	Arts, food, and other services	140097	0.1351531	0.037048499	Nebraska	NE	
2012	Construction	71884	0.069347277	-0.015416536	Nebraska	NE	
2012	Educational services and public administration	145575	0.140437786	0.063567957	Nebraska	NE	1
2012	Health care and social services	143775	0.138701306	0.122509543	Nebraska	NE	
2012	Information, financial activities, and real estate	92048	0.088799707	0.044537488	Nebraska	NE	
2012	Manufacturing	117677	0.113524282	0.03414737	Nebraska	NE	
2012	Professional, management, and administrative services	90415	0.087224334	0.07933035	Nebraska	NE	
2012	Trade	134235	0.129497965	-0.037533671	Nebraska	NE	
2012	Transportation and utilities	57931	0.055886666	-0.023405937	Nebraska	NE	
2013	Agriculture and mining	46428	0.044816619	-0.301396022	Nebraska	NE	
2013	Arts, food, and other services	129402	0.124910831	0.02680623	Nebraska	NE	
2013	Construction	72986	0.070452867	-0.014310946	Nebraska	NE	
2013	Educational services and public administration	139164	0.13433402	0.057464191	Nebraska	NE	
2013	Health care and social services	151757	0.146489954	0.130298191	Nebraska	NE	1
2013	Information, financial activities, and real estate	91255	0.088087803	0.043825584	Nebraska	NE	
2013	Manufacturing	115843	0.111822425	0.032445513	Nebraska	NE	
2013	Professional, management, and administrative services	85724	0.082748768	0.074854784	Nebraska	NE	
2013	Trade	143919	0.138923988	-0.028107648	Nebraska	NE	
2013	Transportation and utilities	59477	0.057412726	-0.021879878	Nebraska	NE	
2014	Agriculture and mining	41190	0.039476597	-0.306736043	Nebraska	NE	
2014	Arts, food, and other services	133843	0.12827546	0.030170859	Nebraska	NE	
2014	Construction	77406	0.074186101	-0.010577712	Nebraska	NE	
2014	Educational services and public administration	145473	0.139421681	0.062551852	Nebraska	NE	
2014	Health care and social services	151171	0.144882658	0.128690895	Nebraska	NE	1
2014	Information, financial activities, and real estate	94084	0.090170337	0.045908118	Nebraska	NE	
2014	Manufacturing	109607	0.105047618	0.025670706	Nebraska	NE	
2014	Professional, management, and administrative services	92557	0.088706856	0.080812873	Nebraska	NE	
2014	Trade	142798	0.136857954	-0.030173682	Nebraska	NE	
2014	Transportation and utilities	55274	0.052974738	-0.026317866	Nebraska	NE	
2015	Agriculture and mining	40992	0.039436316	-0.306776324	Nebraska	NE	
2015	Arts, food, and other services	120741	0.116158769	0.018054168	Nebraska	NE	
2015	Construction	78830	0.07583833	-0.008925483	Nebraska	NE	
2015	Educational services and public administration	132779	0.127739916	0.050870087	Nebraska	NE	
2015	Health care and social services	151408	0.145661928	0.129470165	Nebraska	NE	
2015	Information, financial activities, and real estate	97300	0.093607376	0.049345158	Nebraska	NE	
2015	Manufacturing	110346	0.106158269	0.026781356	Nebraska	NE	
2015	Professional, management, and administrative services	92129	0.08863262	0.080738637	Nebraska	NE	
2015	Trade	159135	0.153095682	-0.013935954	Nebraska	NE	1
2015	Transportation and utilities	55788	0.053670795	-0.025621809	Nebraska	NE	
1940	Agriculture and mining	10631	0.277282212	0	Nevada	NV	1
1940	Arts, food, and other services	4651	0.121309338	0	Nevada	NV	
1940	Construction	3714	0.09687011	0	Nevada	NV	
1940	Educational services and public administration	3600	0.093896714	0	Nevada	NV	
1940	Health care and social services	700	0.018257694	0	Nevada	NV	
1940	Information, financial activities, and real estate	600	0.015649452	0	Nevada	NV	
1940	Manufacturing	2277	0.059389671	0	Nevada	NV	
1940	Professional, management, and administrative services	100	0.002608242	0	Nevada	NV	
1940	Trade	7314	0.190766823	0	Nevada	NV	
1940	Transportation and utilities	4753	0.123969744	0	Nevada	NV	
1950	Agriculture and mining	4495	0.148624521	-0.128657691	Nevada	NV	
1950	Arts, food, and other services	3367	0.111327867	-0.009981471	Nevada	NV	
1950	Construction	2634	0.087091655	-0.009778455	Nevada	NV	
1950	Educational services and public administration	5972	0.197460653	0.10356394	Nevada	NV	1
1950	Health care and social services	1120	0.037032139	0.018774444	Nevada	NV	
1950	Information, financial activities, and real estate	989	0.032700701	0.017051249	Nevada	NV	
1950	Manufacturing	1936	0.064012697	0.004623025	Nevada	NV	
1950	Professional, management, and administrative services	330	0.010911255	0.008303013	Nevada	NV	
1950	Trade	5903	0.195179209	0.004412386	Nevada	NV	
1950	Transportation and utilities	3498	0.115659304	-0.00831044	Nevada	NV	
1960	Agriculture and mining	8560	0.061099215	-0.216182997	Nevada	NV	
1960	Arts, food, and other services	33320	0.237830121	0.116520784	Nevada	NV	1
1960	Construction	11140	0.079514632	-0.017355477	Nevada	NV	
1960	Educational services and public administration	22820	0.162883655	0.068986941	Nevada	NV	
1960	Health care and social services	5360	0.038258387	0.020000693	Nevada	NV	
1960	Information, financial activities, and real estate	9380	0.066952177	0.051302725	Nevada	NV	
1960	Manufacturing	8640	0.061670236	0.002280564	Nevada	NV	
1960	Professional, management, and administrative services	3660	0.026124197	0.023515955	Nevada	NV	
1960	Trade	29100	0.207708779	0.016941956	Nevada	NV	
1960	Transportation and utilities	8120	0.057958601	-0.066011143	Nevada	NV	
1970	Agriculture and mining	19900	0.040963359	-0.236318852	Nevada	NV	
1970	Arts, food, and other services	130300	0.268217373	0.146908036	Nevada	NV	1
1970	Construction	36900	0.075957184	-0.020912926	Nevada	NV	
1970	Educational services and public administration	56800	0.116920543	0.02302383	Nevada	NV	
1970	Health care and social services	21700	0.044668588	0.026410894	Nevada	NV	
1970	Information, financial activities, and real estate	31100	0.064018115	0.048368662	Nevada	NV	
1970	Manufacturing	29400	0.060518732	0.001129061	Nevada	NV	
1970	Professional, management, and administrative services	28200	0.05804858	0.055440338	Nevada	NV	
1970	Trade	103600	0.213256484	0.022489661	Nevada	NV	
1970	Transportation and utilities	27900	0.057431042	-0.066538703	Nevada	NV	
1980	Agriculture and mining	13020	0.028502627	-0.248779585	Nevada	NV	
1980	Arts, food, and other services	125420	0.274562172	0.153252834	Nevada	NV	1
1980	Construction	37740	0.082618214	-0.014251896	Nevada	NV	
1980	Educational services and public administration	54460	0.119220666	0.025323952	Nevada	NV	
1980	Health care and social services	26340	0.057661997	0.039404302	Nevada	NV	
1980	Information, financial activities, and real estate	38920	0.085201401	0.069551949	Nevada	NV	
1980	Manufacturing	27720	0.060683012	0.001293341	Nevada	NV	
1980	Professional, management, and administrative services	20280	0.044395797	0.041787555	Nevada	NV	
1980	Trade	87880	0.192381786	0.001614963	Nevada	NV	
1980	Transportation and utilities	25020	0.054772329	-0.069197415	Nevada	NV	
1990	Agriculture and mining	20893	0.02985866	-0.247423552	Nevada	NV	
1990	Arts, food, and other services	172936	0.247146757	0.125837419	Nevada	NV	1
1990	Construction	64208	0.091761108	-0.005109002	Nevada	NV	
1990	Educational services and public administration	65952	0.094253498	0.000356784	Nevada	NV	
1990	Health care and social services	48963	0.069974133	0.051716439	Nevada	NV	
1990	Information, financial activities, and real estate	67204	0.096042759	0.080393307	Nevada	NV	
1990	Manufacturing	36843	0.052653166	-0.006736505	Nevada	NV	
1990	Professional, management, and administrative services	48283	0.06900233	0.066394087	Nevada	NV	
1990	Trade	136852	0.195578295	0.004811471	Nevada	NV	
1990	Transportation and utilities	37596	0.053729296	-0.070240449	Nevada	NV	
2000	Agriculture and mining	19337	0.017078233	-0.260203979	Nevada	NV	
2000	Arts, food, and other services	344182	0.303977885	0.182668547	Nevada	NV	1
2000	Construction	112160	0.09905852	0.002188411	Nevada	NV	
2000	Educational services and public administration	123063	0.108687934	0.01479122	Nevada	NV	
2000	Health care and social services	65387	0.057749104	0.039491409	Nevada	NV	
2000	Information, financial activities, and real estate	96581	0.085299313	0.069649861	Nevada	NV	
2000	Manufacturing	60674	0.053586632	-0.005803039	Nevada	NV	
2000	Professional, management, and administrative services	99085	0.087510819	0.084902577	Nevada	NV	
2000	Trade	158260	0.13977355	-0.050993273	Nevada	NV	
2000	Transportation and utilities	53531	0.04727801	-0.076691734	Nevada	NV	
2001	Agriculture and mining	18265	0.016448613	-0.260833599	Nevada	NV	
2001	Arts, food, and other services	338309	0.304665408	0.183356071	Nevada	NV	1
2001	Construction	96172	0.086608047	-0.010262063	Nevada	NV	
2001	Educational services and public administration	115368	0.103895075	0.009998361	Nevada	NV	
2001	Health care and social services	67413	0.060709024	0.04245133	Nevada	NV	
2001	Information, financial activities, and real estate	102134	0.091977148	0.076327695	Nevada	NV	
2001	Manufacturing	50139	0.04515286	-0.014236811	Nevada	NV	
2001	Professional, management, and administrative services	107050	0.096404269	0.093796027	Nevada	NV	
2001	Trade	152620	0.1374425	-0.053324324	Nevada	NV	
2001	Transportation and utilities	62958	0.056697057	-0.067272687	Nevada	NV	
2002	Agriculture and mining	16738	0.014231856	-0.263050356	Nevada	NV	
2002	Arts, food, and other services	351420	0.298802647	0.177493309	Nevada	NV	1
2002	Construction	130814	0.111227504	0.014357394	Nevada	NV	
2002	Educational services and public administration	122470	0.104132833	0.010236119	Nevada	NV	
2002	Health care and social services	64816	0.055111241	0.036853547	Nevada	NV	
2002	Information, financial activities, and real estate	95762	0.081423764	0.065774312	Nevada	NV	
2002	Manufacturing	56157	0.047748734	-0.011640937	Nevada	NV	
2002	Professional, management, and administrative services	120410	0.102381272	0.09977303	Nevada	NV	
2002	Trade	164598	0.139953099	-0.050813724	Nevada	NV	
2002	Transportation and utilities	52909	0.04498705	-0.078982694	Nevada	NV	
2003	Agriculture and mining	20553	0.017042896	-0.260239316	Nevada	NV	
2003	Arts, food, and other services	327853	0.271861269	0.150551931	Nevada	NV	1
2003	Construction	127186	0.105464789	0.008594679	Nevada	NV	
2003	Educational services and public administration	119840	0.099373361	0.005476647	Nevada	NV	
2003	Health care and social services	90794	0.075287925	0.057030231	Nevada	NV	
2003	Information, financial activities, and real estate	103775	0.08605199	0.070402538	Nevada	NV	
2003	Manufacturing	60784	0.050403124	-0.008986548	Nevada	NV	
2003	Professional, management, and administrative services	127858	0.106022022	0.10341378	Nevada	NV	
2003	Trade	165971	0.137625968	-0.053140855	Nevada	NV	
2003	Transportation and utilities	61343	0.050866656	-0.073103088	Nevada	NV	
2004	Agriculture and mining	16465	0.012994536	-0.264287676	Nevada	NV	
2004	Arts, food, and other services	361083	0.284974559	0.163665222	Nevada	NV	1
2004	Construction	125316	0.098902114	0.002032004	Nevada	NV	
2004	Educational services and public administration	121127	0.095596064	0.00169935	Nevada	NV	
2004	Health care and social services	96609	0.076245925	0.05798823	Nevada	NV	
2004	Information, financial activities, and real estate	108547	0.085667654	0.070018202	Nevada	NV	
2004	Manufacturing	72667	0.057350377	-0.002039294	Nevada	NV	
2004	Professional, management, and administrative services	125362	0.098938418	0.096330176	Nevada	NV	
2004	Trade	177919	0.140417546	-0.050349277	Nevada	NV	
2004	Transportation and utilities	61976	0.048912808	-0.075056937	Nevada	NV	
2005	Agriculture and mining	17418	0.013105829	-0.264176383	Nevada	NV	
2005	Arts, food, and other services	368385	0.277183985	0.155874648	Nevada	NV	1
2005	Construction	151066	0.113666615	0.016796505	Nevada	NV	
2005	Educational services and public administration	123703	0.093077868	-0.000818845	Nevada	NV	
2005	Health care and social services	102522	0.077140645	0.058882951	Nevada	NV	
2005	Information, financial activities, and real estate	118450	0.089125353	0.0734759	Nevada	NV	
2005	Manufacturing	68574	0.051597146	-0.007792525	Nevada	NV	
2005	Professional, management, and administrative services	127725	0.096104142	0.0934959	Nevada	NV	
2005	Trade	187631	0.141179224	-0.0495876	Nevada	NV	
2005	Transportation and utilities	63553	0.047819194	-0.07615055	Nevada	NV	
2006	Agriculture and mining	21447	0.015307586	-0.261974625	Nevada	NV	
2006	Arts, food, and other services	371242	0.264970344	0.143661007	Nevada	NV	1
2006	Construction	170661	0.121807619	0.024937509	Nevada	NV	
2006	Educational services and public administration	142928	0.102013461	0.008116748	Nevada	NV	
2006	Health care and social services	110575	0.078921824	0.06066413	Nevada	NV	
2006	Information, financial activities, and real estate	118731	0.084743089	0.069093637	Nevada	NV	
2006	Manufacturing	66183	0.047237469	-0.012152203	Nevada	NV	
2006	Professional, management, and administrative services	147048	0.104954071	0.102345829	Nevada	NV	
2006	Trade	185103	0.132115455	-0.058651369	Nevada	NV	
2006	Transportation and utilities	67152	0.047929083	-0.076040662	Nevada	NV	
2007	Agriculture and mining	21710	0.01525172	-0.262030492	Nevada	NV	
